PLAYER_ID,PLAYER_NAME_LAST_FIRST,PASS_TO,PASS_TEAMMATE_PLAYER_ID,PASS,AST
1629094,"Derrickson, Marcus","Livingston, Shaun",2733,4,0
1629094,"Derrickson, Marcus","Durant, Kevin",201142,3,0
1629094,"Derrickson, Marcus","Curry, Stephen",201939,2,0
1629094,"Derrickson, Marcus","Cook, Quinn",1626188,18,0
1629094,"Derrickson, Marcus","Lee, Damion",1627814,1,0
1629094,"Derrickson, Marcus","Jones, Damian",1627745,1,0
1629094,"Derrickson, Marcus","McKinnie, Alfonzo",1628035,2,0
1629094,"Derrickson, Marcus","Bell, Jordan",1628395,2,0
1629094,"Derrickson, Marcus","Evans, Jacob",1628980,7,0
201939,"Curry, Stephen","Derrickson, Marcus",1629094,2,0
1628035,"McKinnie, Alfonzo","Livingston, Shaun",2733,83,0
2733,"Livingston, Shaun","Jones, Damian",1627745,1,0
2733,"Livingston, Shaun","Bogut, Andrew",101106,2,0
2733,"Livingston, Shaun","Evans, Jacob",1628980,5,0
2733,"Livingston, Shaun","Derrickson, Marcus",1629094,3,0
201142,"Durant, Kevin","Evans, Jacob",1628980,3,0
